word,count
"('mac', 'sierra', 'mac')",4
"('housefly', 'starter', 'kit')",4
"('apple', 'watch', 'series')",4
"('size', 'one', 'month')",4
"('amazon', 'exclusive', 'download')",4
"('content', 'parental', 'control')",4
"('newest', 'model', 'age')",4
"('one', 'month', 'supply')",4
"('month', 'supply', 'count')",4
"('hd', 'optical', 'system')",3
"('medium', 'roast', 'coffee')",3
"('audio', 'hd', 'video')",3
"('stocking', 'stuffer', 'gift')",3
"('cat', 'food', 'variety')",3
"('waterproof', 'fogproof', 'shockproof')",3
"('food', 'variety', 'pack')",3
"('indoor', 'fly', 'trap')",3
"('deadpool', 'wolverine', 'combo')",3
"('unlimited', 'unconditional', 'warranty')",3
"('variety', 'pack', 'pack')",3
"('filter', 'merv', 'mpr')",3
"('nespresso', 'capsule', 'vertuo')",3
"('monitoring', 'download', 'nortonwindows')",3
"('dot', 'gen', 'release')",3
"('binoculars', 'hd', 'optical')",3
"('insulated', 'tumbler', 'lid')",3
"('cloud', 'backup', 'dark')",3
"('ice', 'scoop', 'basket')",3
"('coffee', 'pod', 'brew')",3
"('video', 'motion', 'chime')",3
"('charger', 'usb', 'c')",3
"('tumbler', 'lid', 'straw')",3
"('backup', 'dark', 'web')",3
"('view', 'binoculars', 'clear')",3
"('magnetic', 'chess', 'game')",3
"('binoculars', 'clear', 'low')",3
"('clear', 'low', 'light')",3
"('gen', 'release', 'bigger')",3
"('steel', 'vacuum', 'insulated')",3
"('stainless', 'steel', 'vacuum')",3
"('web', 'monitoring', 'download')",3
"('baseball', 'complete', 'set')",3
"('pack', 'pack', 'oz')",3
"('birthday', 'gift', 'girl')",3
"('hd', 'binoculars', 'hd')",3
"('bed', 'sheet', 'set')",3
"('vacuum', 'insulated', 'water')",3
"('book', 'adult', 'teen')",3
"('coloring', 'book', 'adult')",3
"('nortonwindows', 'mac', 'sierra')",3
"('portable', 'ice', 'machine')",3
"('return', 'amazon', 'exclusive')",3
"('inch', 'x', 'inch')",3
"('doorbell', 'audio', 'hd')",3
"('pack', 'packaging', 'may')",3
"('sport', 'band', 'renewed')",3
"('gift', 'woman', 'men')",3
"('remote', 'tv', 'control')",3
"('hour', 'battery', 'life')",3
"('watch', 'series', 'gps')",3
"('insulated', 'water', 'bottle')",3
"('web', 'monitoring', 'downloadmcafeewindows')",3
"('pack', 'wipe', 'total')",3
"('download', 'intuitwindows', 'mac')",3
"('relaxation', 'cozy', 'space')",3
"('download', 'nortonwindows', 'mac')",3
"('binoculars', 'adult', 'high')",3
"('sweet', 'water', 'decor')",3
"('ac', 'furnace', 'air')",3
"('furnace', 'air', 'filter')",3
"('adult', 'high', 'powered')",3
"('blink', 'video', 'doorbell')",3
"('video', 'doorbell', 'audio')",3
"('pack', 'amazon', 'basic')",3
"('protection', 'device', 'cybersecurity')",3
"('roku', 'streaming', 'device')",3
"('total', 'protection', 'device')",3
"('meat', 'thermometer', 'cooking')",3
"('hd', 'video', 'motion')",3
"('binoculars', 'adult', 'kid')",3
"('software', 'federal', 'state')",3
"('xbox', 'series', 'xbox')",3
"('huggies', 'size', 'diaper')",3
"('cozy', 'space', 'coloring')",3
"('gb', 'ram', 'gb')",3
"('processor', 'gb', 'ram')",3
"('hd', 'screen', 'processor')",3
"('full', 'hd', 'screen')",3
"('disposable', 'baby', 'diaper')",3
"('mac', 'x', 'el')",3
"('federal', 'state', 'tax')",3
"('state', 'tax', 'return')",3
"('sensitive', 'baby', 'wipe')",3
"('baby', 'wipe', 'water')",3
"('tax', 'return', 'amazon')",3
"('x', 'el', 'capitan')",3
"('renewed', 'apple', 'watch')",3
"('mac', 'book', 'pro')",3
"('microphone', 'iphone', 'ipad')",3
"('charger', 'fast', 'charging')",3
"('intuitwindows', 'mac', 'monterey')",3
"('release', 'bigger', 'vibrant')",3
"('bigger', 'vibrant', 'sound')",3
"('vibrant', 'sound', 'helpful')",3
"('sound', 'helpful', 'routine')",3
"('helpful', 'routine', 'alexa')",3
"('ice', 'maker', 'basket')",3
"('stainless', 'steel', 'water')",3
"('steel', 'water', 'bottle')",3
"('echo', 'dot', 'gen')",3
"('screen', 'protector', 'iphone')",3
"('amazon', 'echo', 'dot')",3
"('maker', 'basket', 'scoop')",3
"('camera', 'lens', 'protector')",3
"('diaper', 'size', 'one')",3
"('iphone', 'charger', 'fast')",3
"('diaper', 'size', 'lb')",3
"('screen', 'processor', 'gb')",3
"('chime', 'app', 'alert')",3
"('sheet', 'per', 'roll')",3
"('hd', 'tablet', 'newest')",3
"('enabled', 'wired', 'black')",3
"('sierra', 'mac', 'x')",3
"('alexa', 'enabled', 'wired')",3
"('alert', 'alexa', 'enabled')",3
"('app', 'alert', 'alexa')",3
"('auto', 'renewal', 'includes')",3
"('newest', 'model', 'built')",3
"('renewal', 'includes', 'vpn')",3
"('includes', 'vpn', 'pc')",3
"('exclusive', 'download', 'intuitwindows')",3
"('motion', 'chime', 'app')",3
"('smart', 'security', 'camera')",3
"('pc', 'cloud', 'backup')",3
"('pro', 'max', 'inch')",3
"('vpn', 'pc', 'cloud')",3
"('vibrant', 'full', 'hd')",3
"('model', 'built', 'relaxation')",3
"('relaxation', 'vibrant', 'full')",3
"('built', 'relaxation', 'vibrant')",3
"('home', 'indoor', 'fly')",2
"('yd', 'winking', 'tape')",2
"('keurig', 'brewer', 'count')",2
"('hoodie', 'ecosmart', 'fleece')",2
"('men', 'hoodie', 'ecosmart')",2
"('hanes', 'men', 'hoodie')",2
"('school', 'sewing', 'craft')",2
"('poster', 'marker', 'black')",2
"('coloring', 'poster', 'marker')",2
"('x', 'yd', 'winking')",2
"('fire', 'kid', 'tablet')",2
"('handle', 'office', 'home')",2
"('winking', 'tape', 'single')",2
"('office', 'home', 'school')",2
"('compatible', 'keurig', 'brewer')",2
"('grip', 'handle', 'office')",2
"('tape', 'single', 'roll')",2
"('comfort', 'grip', 'handle')",2
"('blade', 'comfort', 'grip')",2
"('sharp', 'blade', 'comfort')",2
"('ultra', 'sharp', 'blade')",2
"('party', 'game', 'cyanide')",2
"('card', 'party', 'game')",2
"('loom', 'men', 'eversoft')",2
"('building', 'card', 'party')",2
"('trap', 'indoor', 'home')",2
"('safer', 'home', 'indoor')",2
"('single', 'roll', 'white')",2
"('mouse', 'trap', 'indoor')",2
"('expansion', 'joking', 'hazard')",2
"('amazon', 'basic', 'multipurpose')",2
"('duck', 'x', 'yd')",2
"('fruit', 'loom', 'men')",2
"('trendy', 'queen', 'woman')",2
"('oz', 'tumbler', 'handle')",2
"('joking', 'hazard', 'comic')",2
"('tip', 'assorted', 'color')",2
"('marker', 'black', 'count')",2
"('hazard', 'comic', 'building')",2
"('game', 'cyanide', 'happiness')",2
"('ounce', 'pack', 'amazon')",2
"('pack', 'amazon', 'brand')",2
"('roast', 'coffee', 'pod')",2
"('comic', 'building', 'card')",2
"('tumbler', 'handle', 'straw')",2
"('favorite', 'variety', 'pack')",2
"('assorted', 'color', 'count')",2
"('ecosmart', 'fleece', 'hoodie')",2
"('cyanide', 'happiness', 'player')",2
"('color', 'ounce', 'white')",2
"('scissors', 'ultra', 'sharp')",2
"('duty', 'scissors', 'ultra')",2
"('roach', 'killer', 'gel')",2
"('use', 'roach', 'killer')",2
"('outdoor', 'use', 'roach')",2
"('indoor', 'outdoor', 'use')",2
"('word', 'excel', 'powerpoint')",2
"('control', 'indoor', 'outdoor')",2
"('l', 'x', 'w')",2
"('fan', 'l', 'x')",2
"('ceiling', 'fan', 'l')",2
"('apple', 'barrel', 'acrylic')",2
"('barrel', 'acrylic', 'paint')",2
"('acrylic', 'paint', 'assorted')",2
"('paint', 'assorted', 'color')",2
"('assorted', 'color', 'ounce')",2
"('drawing', 'coloring', 'poster')",2
"('led', 'ceiling', 'fan')",2
"('pest', 'control', 'indoor')",2
"('insect', 'pest', 'control')",2
"('roach', 'insect', 'pest')",2
"('killer', 'gel', 'american')",2
"('gel', 'american', 'german')",2
"('american', 'german', 'major')",2
"('stainless', 'steel', 'versatile')",2
"('feeling', 'character', 'costume')",2
"('inside', 'feeling', 'character')",2
"('custom', 'inside', 'feeling')",2
"('quart', 'oval', 'manual')",2
"('oval', 'manual', 'slow')",2
"('manual', 'slow', 'cooker')",2
"('slow', 'cooker', 'stainless')",2
"('cooker', 'stainless', 'steel')",2
"('steel', 'versatile', 'cookware')",2
"('killer', 'bait', 'station')",2
"('versatile', 'cookware', 'large')",2
"('cookware', 'large', 'family')",2
"('large', 'family', 'entertaining')",2
"('major', 'cockroach', 'specie')",2
"('german', 'major', 'cockroach')",2
"('terro', 'liquid', 'ant')",2
"('liquid', 'ant', 'killer')",2
"('ant', 'killer', 'bait')",2
"('german', 'roach', 'insect')",2
"('pack', 'river', 'good')",2
"('tip', 'german', 'roach')",2
"('waterproof', 'binoculars', 'bird')",2
"('cockroach', 'gel', 'bait')",2
"('advion', 'cockroach', 'gel')",2
"('terro', 'fruit', 'fly')",2
"('fruit', 'fly', 'trap')",2
"('fly', 'trap', 'trap')",2
"('trap', 'trap', 'day')",2
"('trap', 'day', 'lure')",2
"('day', 'lure', 'supply')",2
"('acrylic', 'paint', 'pen')",2
"('river', 'good', 'stained')",2
"('adapter', 'tripod', 'tripod')",2
"('phone', 'adapter', 'tripod')",2
"('mac', 'catalina', 'turbotax')",2
"('small', 'town', 'single')",2
"('town', 'single', 'dad')",2
"('gift', 'girl', 'age')",2
"('moisture', 'wicking', 'breathable')",2
"('heavy', 'duty', 'scissors')",2
"('android', 'mac', 'catalina')",2
"('good', 'stained', 'glass')",2
"('plunger', 'tip', 'german')",2
"('bait', 'tube', 'x')",2
"('x', 'plunger', 'tip')",2
"('tube', 'x', 'plunger')",2
"('warranty', 'vortex', 'optic')",2
"('unconditional', 'warranty', 'vortex')",2
"('glasspak', 'unlimited', 'unconditional')",2
"('included', 'glasspak', 'unlimited')",2
"('shockproof', 'included', 'glasspak')",2
"('fogproof', 'shockproof', 'included')",2
"('gel', 'bait', 'tube')",2
"('io', 'android', 'mac')",2
"('mac', 'x', 'mcafee')",2
"('x', 'mcafee', 'total')",2
"('face', 'body', 'paint')",2
"('watching', 'hunting', 'hiking')",2
"('vision', 'monoculars', 'adult')",2
"('stretch', 'elastic', 'bracelet')",2
"('monitoring', 'downloadmcafeewindows', 'io')",2
"('downloadmcafeewindows', 'io', 'android')",2
"('fine', 'point', 'marker')",2
"('permanent', 'marker', 'set')",2
"('metal', 'drawing', 'coloring')",2
"('retail', 'value', 'box')",2
"('pack', 'perfect', 'new')",2
"('fire', 'blanket', 'home')",2
"('perfect', 'new', 'collector')",2
"('emergency', 'fire', 'blanket')",2
"('blaster', 'box', 'pack')",2
"('bronze', 'acoustic', 'guitar')",2
"('phosphor', 'bronze', 'acoustic')",2
"('morgan', 'silver', 'dollar')",2
"('book', 'light', 'reading')",2
"('multi', 'plug', 'outlet')",2
"('usb', 'usb', 'c')",2
"('black', 'amazon', 'fire')",2
"('value', 'box', 'panini')",2
"('roku', 'voice', 'remote')",2
"('box', 'panini', 'donruss')",2
"('panini', 'donruss', 'optic')",2
"('ram', 'gb', 'black')",2
"('electric', 'guitar', 'string')",2
"('pack', 'actual', 'size')",2
"('filter', 'pack', 'actual')",2
"('book', 'pro', 'charger')",2
"('smoke', 'machine', 'fog')",2
"('amazon', 'fire', 'max')",2
"('floor', 'mat', 'car')",2
"('fire', 'max', 'tablet')",2
"('max', 'tablet', 'newest')",2
"('wax', 'pack', 'perfect')",2
"('voice', 'remote', 'free')",2
"('cup', 'straw', 'leak')",2
"('box', 'topps', 'baseball')",2
"('toy', 'boy', 'girl')",2
"('leak', 'resistant', 'flip')",2
"('resistant', 'flip', 'cold')",2
"('digitalryan', 'reynolds', 'deadpool')",2
"('reynolds', 'deadpool', 'wolverine')",2
"('wolverine', 'combo', 'digital')",2
"('car', 'truck', 'suv')",2
"('panini', 'score', 'football')",2
"('football', 'nfl', 'trading')",2
"('live', 'tv', 'beat')",2
"('nfl', 'trading', 'card')",2
"('blaster', 'box', 'topps')",2
"('alien', 'romulus', 'uhd')",2
"('remote', 'free', 'live')",2
"('romulus', 'uhd', 'isabela')",2
"('uhd', 'isabela', 'merced')",2
"('set', 'baseball', 'complete')",2
"('beat', 'solo', 'wireless')",2
"('microphone', 'video', 'recording')",2
"('wireless', 'microphone', 'iphone')",2
"('ultra', 'hd', 'digital')",2
"('hd', 'digital', 'uhd')",2
"('baseball', 'factory', 'sealed')",2
"('card', 'old', 'sealed')",2
"('old', 'sealed', 'wax')",2
"('sealed', 'wax', 'pack')",2
"('newest', 'model', 'vivid')",2
"('model', 'vivid', 'display')",2
"('vivid', 'display', 'streaming')",2
"('air', 'cleaning', 'filter')",2
"('company', 'clean', 'conscious')",2
"('string', 'acoustic', 'guitar')",2
"('size', 'diaper', 'little')",2
"('guitar', 'string', 'bronze')",2
"('tip', 'power', 'adapter')",2
"('everydrop', 'whirlpool', 'ice')",2
"('whirlpool', 'ice', 'water')",2
"('ice', 'water', 'refrigerator')",2
"('wipe', 'pack', 'wipe')",2
"('water', 'refrigerator', 'filter')",2
"('amazon', 'fire', 'kid')",2
"('included', 'battery', 'gb')",2
"('electrostatic', 'air', 'cleaning')",2
"('display', 'streaming', 'reading')",2
"('pleated', 'electrostatic', 'air')",2
"('control', 'included', 'battery')",2
"('parental', 'control', 'included')",2
"('amazon', 'content', 'parental')",2
"('tablet', 'amazon', 'content')",2
"('kid', 'tablet', 'amazon')",2
"('air', 'filter', 'merv')",2
"('filtrete', 'ac', 'furnace')",2
"('age', 'kid', 'tablet')",2
"('baby', 'diaper', 'size')",2
"('size', 'lb', 'count')",2
"('model', 'age', 'kid')",2
"('honest', 'company', 'clean')",2
"('baby', 'wipe', 'unscented')",2
"('hypoallergenic', 'sensitive', 'skin')",2
"('wipe', 'unscented', 'hypoallergenic')",2
"('streaming', 'reading', 'gaming')",2
"('reading', 'gaming', 'battery')",2
"('gaming', 'battery', 'life')",2
"('battery', 'life', 'optional')",2
"('life', 'optional', 'stylus')",2
"('optional', 'stylus', 'keyboard')",2
"('stylus', 'keyboard', 'gb')",2
"('keyboard', 'gb', 'gray')",2
"('fire', 'hd', 'kid')",2
"('hd', 'kid', 'pro')",2
"('certified', 'reduce', 'lead')",2
"('kid', 'pro', 'tablet')",2
"('pro', 'tablet', 'newest')",2
"('model', 'age', 'bright')",2
"('age', 'bright', 'hd')",2
"('bright', 'hd', 'screen')",2
"('hd', 'screen', 'slim')",2
"('screen', 'slim', 'case')",2
"('slim', 'case', 'older')",2
"('wipe', 'water', 'based')",2
"('case', 'older', 'kid')",2
"('older', 'kid', 'content')",2
"('kid', 'content', 'parental')",2
"('parental', 'control', 'battery')",2
"('control', 'battery', 'gb')",2
"('straw', 'leak', 'resistant')",2
"('reusable', 'cup', 'straw')",2
"('paper', 'metal', 'drawing')",2
"('costume', 'emotional', 'shirt')",2
"('drink', 'fl', 'oz')",2
"('energy', 'drink', 'fl')",2
"('oven', 'air', 'fryer')",2
"('air', 'fryer', 'accessory')",2
"('fryer', 'accessory', 'kitchen')",2
"('accessory', 'kitchen', 'essential')",2
"('kitchen', 'essential', 'stocking')",2
"('essential', 'stocking', 'stuffer')",2
"('drying', 'fade', 'resistant')",2
"('quick', 'drying', 'fade')",2
"('set', 'quick', 'drying')",2
"('marker', 'set', 'quick')",2
"('sharpie', 'permanent', 'marker')",2
"('pack', 'nespresso', 'capsule')",2
"('adult', 'teen', 'featuring')",2
"('empyrean', 'book', 'yarros')",2
"('white', 'count', 'pack')",2
"('atomic', 'habit', 'easy')",2
"('habit', 'easy', 'proven')",2
"('easy', 'proven', 'way')",2
"('proven', 'way', 'build')",2
"('way', 'build', 'good')",2
"('build', 'good', 'habit')",2
"('good', 'habit', 'break')",2
"('habit', 'break', 'bad')",2
"('oil', 'sprayer', 'cooking')",2
"('food', 'oven', 'air')",2
"('calibration', 'food', 'oven')",2
"('car', 'reusable', 'cup')",2
"('grillers', 'instant', 'read')",2
"('plastic', 'paper', 'metal')",2
"('wood', 'plastic', 'paper')",2
"('marker', 'wood', 'plastic')",2
"('oz', 'bottle', 'pack')",2
"('fl', 'oz', 'bottle')",2
"('chocolate', 'fl', 'oz')",2
"('recovery', 'chocolate', 'fl')",2
"('workout', 'recovery', 'chocolate')",2
"('drink', 'workout', 'recovery')",2
"('ready', 'drink', 'workout')",2
"('fade', 'resistant', 'fine')",2
"('alpha', 'grillers', 'instant')",2
"('protein', 'milk', 'shake')",2
"('waterproof', 'calibration', 'food')",2
"('instant', 'read', 'meat')",2
"('read', 'meat', 'thermometer')",2
"('core', 'power', 'fairlife')",2
"('thermometer', 'cooking', 'grill')",2
"('cooking', 'grill', 'bbq')",2
"('count', 'coffee', 'pod')",2
"('coffee', 'count', 'coffee')",2
"('roast', 'coffee', 'count')",2
"('dark', 'roast', 'coffee')",2
"('grill', 'bbq', 'griddle')",2
"('bbq', 'griddle', 'waterproof')",2
"('griddle', 'waterproof', 'calibration')",2
"('ready', 'luck', 'happens')",2
"('olive', 'oil', 'dispenser')",2
"('oil', 'dispenser', 'bottle')",2
"('toy', 'party', 'favor')",2
"('book', 'disney', 'pin')",2
"('comic', 'book', 'disney')",2
"('american', 'woman', 'washington')",2
"('woman', 'washington', 'celia')",2
"('washington', 'celia', 'cruz')",2
"('celia', 'cruz', 'quarter')",2
"('cruz', 'quarter', 'uncirculated')",2
"('microfiber', 'cleaning', 'cloth')",2
"('toy', 'girl', 'boy')",2
"('ream', 'sheet', 'bright')",2
"('printer', 'paper', 'x')",2
"('age', 'amazon', 'exclusive')",2
"('handout', 'toy', 'party')",2
"('dispenser', 'bottle', 'kitchen')",2
"('halloween', 'handout', 'toy')",2
"('candy', 'halloween', 'handout')",2
"('non', 'candy', 'halloween')",2
"('count', 'pack', 'amazon')",2
"('stray', 'kid', 'laser')",2
"('stanley', 'iceflow', 'stainless')",2
"('iceflow', 'stainless', 'steel')",2
"('stainless', 'steel', 'tumbler')",2
"('water', 'bottle', 'home')",2
"('bottle', 'home', 'office')",2
"('home', 'office', 'car')",2
"('office', 'car', 'reusable')",2
"('work', 'hp', 'deskjet')",2
"('hp', 'deskjet', 'series')",2
"('deskjet', 'series', 'hp')",2
"('series', 'hp', 'envy')",2
"('ink', 'amazon', 'basic')",2
"('oil', 'bottle', 'oil')",2
"('good', 'energy', 'surprising')",2
"('energy', 'surprising', 'connection')",2
"('surprising', 'connection', 'metabolism')",2
"('connection', 'metabolism', 'limitless')",2
"('fourth', 'wing', 'empyrean')",2
"('wing', 'empyrean', 'book')",2
"('anxious', 'generation', 'great')",2
"('generation', 'great', 'rewiring')",2
"('great', 'rewiring', 'childhood')",2
"('rewiring', 'childhood', 'causing')",2
"('childhood', 'causing', 'epidemic')",2
"('causing', 'epidemic', 'mental')",2
"('x', 'amazon', 'basic')",2
"('disney', 'pin', 'disney')",2
"('mixed', 'year', 'circulated')",2
"('bright', 'made', 'usa')",2
"('windshield', 'wiper', 'blade')",2
"('egg', 'cracker', 'tool')",2
"('cracker', 'tool', 'egg')",2
"('eligible', 'instant', 'ink')",2
"('series', 'eligible', 'instant')",2
"('envy', 'series', 'eligible')",2
"('hp', 'envy', 'series')",2
"('character', 'costume', 'emotional')",2
"('home', 'school', 'sewing')",2
"('emotional', 'shirt', 'design')",2
"('samsung', 'galaxy', 'ultra')",2
"('tool', 'wall', 'hanging')",2
"('hanger', 'tool', 'wall')",2
"('picture', 'hanger', 'tool')",2
"('gold', 'aluminum', 'case')",2
"('aluminum', 'case', 'pink')",2
"('case', 'pink', 'sand')",2
"('pink', 'sand', 'sport')",2
"('sand', 'sport', 'band')",2
"('hanging', 'picture', 'hanger')",2
"('renewed', 'samsung', 'galaxy')",2
"('free', 'hanging', 'picture')",2
"('apple', 'iphone', 'se')",2
"('damage', 'free', 'hanging')",2
"('strip', 'damage', 'free')",2
"('u', 'version', 'phantom')",2
"('version', 'phantom', 'black')",2
"('picture', 'hanging', 'strip')",2
"('large', 'picture', 'hanging')",2
"('woman', 'christmas', 'gift')",2
"('gift', 'woman', 'christmas')",2
"('stanley', 'quencher', 'flowstate')",2
"('quencher', 'flowstate', 'stainless')",2
"('wall', 'hanging', 'strip')",2
"('iphone', 'midnight', 'unlocked')",2
"('swab', 'easy', 'use')",2
"('gift', 'engagement', 'gift')",2
"('free', 'wet', 'cat')",2
"('lp', 'amazon', 'exclusive')",2
"('wireless', 'earbuds', 'bluetooth')",2
"('earbuds', 'bluetooth', 'headphone')",2
"('short', 'n', 'sweet')",2
"('personalized', 'spatial', 'audio')",2
"('apple', 'iphone', 'black')",2
"('fully', 'unlocked', 'renewed')",2
"('renewed', 'apple', 'airpods')",2
"('bed', 'sheet', 'woman')",2
"('sheet', 'woman', 'men')",2
"('apple', 'iphone', 'midnight')",2
"('midwest', 'princesschappell', 'roan')",2
"('apple', 'iphone', 'mini')",2
"('fall', 'midwest', 'princesschappell')",2
"('rise', 'fall', 'midwest')",2
"('shirt', 'design', 'custom')",2
"('renewed', 'apple', 'ipad')",2
"('apple', 'ipad', 'space')",2
"('ipad', 'space', 'gray')",2
"('space', 'gray', 'renewed')",2
"('gray', 'renewed', 'apple')",2
"('easy', 'use', 'discomfort')",2
"('nasal', 'swab', 'easy')",2
"('collection', 'grain', 'free')",2
"('insulated', 'stainless', 'steel')",2
"('portable', 'ice', 'maker')",2
"('silonn', 'ice', 'maker')",2
"('maker', 'countertop', 'portable')",2
"('countertop', 'portable', 'ice')",2
"('ice', 'machine', 'carry')",2
"('machine', 'carry', 'handle')",2
"('amazon', 'basic', 'dog')",2
"('owala', 'freesip', 'insulated')",2
"('lb', 'per', 'day')",2
"('freesip', 'insulated', 'stainless')",2
"('ideal', 'home', 'kitchen')",2
"('ice', 'cube', 'ready')",2
"('bottle', 'straw', 'sport')",2
"('ice', 'maker', 'ice')",2
"('straw', 'sport', 'travel')",2
"('sport', 'travel', 'dark')",2
"('machine', 'ice', 'scoop')",2
"('c', 'wall', 'charger')",2
"('nitrile', 'exam', 'glove')",2
"('ice', 'machine', 'ice')",2
"('size', 'bullet', 'ice')",2
"('bullet', 'ice', 'home')",2
"('cube', 'ready', 'min')",2
"('glass', 'screen', 'protector')",2
"('minute', 'nasal', 'swab')",2
"('test', 'pack', 'test')",2
"('result', 'minute', 'nasal')",2
"('test', 'result', 'minute')",2
"('self', 'test', 'result')",2
"('otc', 'self', 'test')",2
"('authorized', 'otc', 'self')",2
"('eua', 'authorized', 'otc')",2
"('fda', 'eua', 'authorized')",2
"('total', 'fda', 'eua')",2
"('test', 'total', 'fda')",2
"('pack', 'test', 'total')",2
"('rapid', 'test', 'pack')",2
"('maker', 'machine', 'handle')",2
"('antigen', 'rapid', 'test')",2
"('ihealth', 'antigen', 'rapid')",2
"('flowstate', 'stainless', 'steel')",2
"('vacuum', 'insulated', 'tumbler')",2
"('lid', 'straw', 'water')",2
"('straw', 'water', 'iced')",2
"('water', 'iced', 'tea')",2
"('iced', 'tea', 'coffee')",2
"('tea', 'coffee', 'smoothie')",2
"('coffee', 'smoothie', 'lilac')",2
"('grain', 'free', 'wet')",2
"('pate', 'collection', 'grain')",2
"('home', 'kitchen', 'office')",2
"('frame', 'sensor', 'protection')",2
"('voice', 'remote', 'tv')",2
"('tv', 'control', 'amazon')",2
"('control', 'amazon', 'fire')",2
"('tv', 'stick', 'max')",2
"('stick', 'max', 'powerful')",2
"('max', 'powerful', 'streaming')",2
"('powerful', 'streaming', 'stick')",2
"('streaming', 'stick', 'support')",2
"('stick', 'support', 'storage')",2
"('support', 'storage', 'processor')",2
"('installation', 'frame', 'sensor')",2
"('fast', 'streaming', 'free')",2
"('protector', 'installation', 'frame')",2
"('lens', 'protector', 'installation')",2
"('amazon', 'kindle', 'paperwhite')",2
"('kindle', 'paperwhite', 'gb')",2
"('paperwhite', 'gb', 'larger')",2
"('gb', 'larger', 'display')",2
"('larger', 'display', 'adjustable')",2
"('display', 'adjustable', 'warm')",2
"('adjustable', 'warm', 'light')",2
"('warm', 'light', 'increased')",2
"('streaming', 'free', 'live')",2
"('quality', 'fast', 'streaming')",2
"('increased', 'battery', 'life')",2
"('tempered', 'glass', 'film')",2
"('tv', 'stick', 'fire')",2
"('stick', 'fire', 'tv')",2
"('fire', 'tv', 'search')",2
"('tv', 'search', 'stream')",2
"('search', 'stream', 'million')",2
"('stream', 'million', 'movie')",2
"('million', 'movie', 'show')",2
"('movie', 'show', 'free')",2
"('show', 'free', 'live')",2
"('privacy', 'screen', 'protector')",2
"('friendly', 'tempered', 'glass')",2
"('picture', 'quality', 'fast')",2
"('case', 'friendly', 'tempered')",2
"('compatible', 'case', 'friendly')",2
"('island', 'compatible', 'case')",2
"('dynamic', 'island', 'compatible')",2
